,original_title,result_id,publication_info_summary,link,title,keep_title,count
4695,Common algorithm of static stability estimation and computation of the established modes of power supply systems,WsSsnuX6Zt0J,"VI Gotman - Bulletin of the Tomsk polytechnic University, 2007 - elibrary.ru",https://elibrary.ru/item.asp?id=15204707,common algorithm of static stability estimation and computation of the established modes of power supply systems,1,1
4697,Area decomposition type load frequency COntrol COnSidering power demand eStimation and Computation time delay,AI2TcD96P84J,"V Avatchanakorn, Y Mizutani - The transactions of the Institute of …, 1989 - jstage.jst.go.jp",https://www.jstage.jst.go.jp/article/ieejpes1972/109/1/109_1_9/_article/-char/ja/,area decomposition type load frequency control considering power demand estimation and computation time delay,1,1
4699,Energy‐efficient system‐on‐chip reconfigurable architecture design for sum of absolute difference computation in motion estimation process of H. 265/HEVC video …,dmok6f8DTjkJ,"KRS Chandran… - … and Computation: Practice …, 2022 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.5461,energy efficient system on chip reconfigurable architecture design for sum of absolute difference computation in motion estimation process of h hevc video,1,1
4701,Power consumption estimation using in-memory database computation,cn_RTrETLZkJ,"H Dağ, M Alamin - 2016 HONET-ICT, 2016 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7753443/,power consumption estimation using in memory database computation,1,1
4703,An early design estimation approach to synthesize the low-power pre-computation-based content addressable memory,D5DsZaZgS-oJ,"R Shen, C Peng, F Lai - 2011 IEEE Conference on Open …, 2011 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/6079244/,an early design estimation approach to synthesize the low power pre computation based content addressable memory,1,1
4709,Computation of Optical Energy Gap of Cu2O Thin Film: Theoretical Estimation,eEF9Q9rxvtEJ,"NF Habubi, KA Mishjil, HG Rashid… - Iraqi Journal of Applied …, 2008 - iasj.net",https://www.iasj.net/iasj/article/61124,computation of optical energy gap of cu o thin film theoretical estimation,1,1
4713,Phase field model of mode III-type crack evolution and its energy estimation (Recent Developments of Numerical Analysis and Numerical Computation …,69B3CSjy51gJ,"T Takaishi, M Kimura - 数理解析研究所講究録, 2010 - repository.kulib.kyoto-u.ac.jp",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/170365/1/1719-04.pdf,phase field model of mode iii type crack evolution and its energy estimation recent developments of numerical analysis and numerical computation,1,1
4714,Decoupled Power Control of Doubly-Fed Induction Generator Based on an Implicit Position and Speed Estimation Algorithm without the Flux Computation,mz20luJL6G8J,"A Karthikeyan, C Nagamani - Wind Engineering, 2011 - journals.sagepub.com",https://journals.sagepub.com/doi/pdf/10.1260/0309-524X.35.6.757,decoupled power control of doubly fed induction generator based on an implicit position and speed estimation algorithm without the flux computation,1,1
4715,Sample Size Estimation and Power Computation on Paired or Skewed Continuous Data,LwdoBLCrAToJ,A Shintani - 2006 - biostat.app.vumc.org,https://biostat.app.vumc.org/wiki/pub/Main/GCRCNoonWorkshops/SampleSizeEstimationandPowerComputationonPaired.pdf,sample size estimation and power computation on paired or skewed continuous data,1,1
4718,Computation of the aberrations of concave diffraction gratings. Part 2. Aberration calculations and estimation of resolving power,KQxP5eMThT0J,"IV Peisakhson, IN Tarnakin - Journal of Applied Spectroscopy, 1965 - Springer",https://link.springer.com/article/10.1007/BF00655118,computation of the aberrations of concave diffraction gratings part aberration calculations and estimation of resolving power,1,1
4719,… mittels Abtastung und digitaler Meßwertverarbeitung/Measuring electric energy and effective power by means of a sampling system and of digital computation,KpJw3AvZ9poJ,"W PAPIERNIK - tm-Technisches Messen, 1978 - degruyter.com",https://www.degruyter.com/document/doi/10.1524/teme.1978.503513.jg.437/html,mittels abtastung und digitaler me wertverarbeitung measuring electric energy and effective power by means of a sampling system and of digital computation,1,1
4720,Classical and quantum limitations on energy consumption in computation,fm5qYDyQKa8J,"KK Likharev - International Journal of Theoretical Physics, 1982 - Springer",https://link.springer.com/article/10.1007/BF01857733,classical and quantum limitations on energy consumption in computation,1,1
4722,Private computation of spatial and temporal power consumption with smart meters,j3cZyycMIYoJ,"Z Erkin, G Tsudik - Applied Cryptography and Network Security: 10th …, 2012 - Springer",https://link.springer.com/chapter/10.1007/978-3-642-31284-7_33,private computation of spatial and temporal power consumption with smart meters,1,1
4724,Multi-level computation and power consumption models,PkME0sZRdRUJ,"H Kataoka, D Duolikun, T Enokido… - … on Network-Based …, 2015 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7350596/,multi level computation and power consumption models,1,1
4725,Power consumption and computation models of virtual machines to perform computation type application processes,lwJrmTFnlDgJ,"T Enokido, M Takizawa - 2015 Ninth International Conference …, 2015 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7185176/,power consumption and computation models of virtual machines to perform computation type application processes,1,1
4726,Power Consumption and Computation Models of a Server with a Multi-core CPU and Experiments,7dI3vv6Pit0J,"H Kataoka, D Duolikun, T Enokido… - 2015 IEEE 29th …, 2015 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7096176/,power consumption and computation models of a server with a multi core cpu and experiments,1,1
4728,Reducing mobile device energy consumption with computation offloading,iZNC3Qxc0WMJ,"H Qian, D Andresen - 2015 IEEE/ACIS 16th International …, 2015 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7176219/,reducing mobile device energy consumption with computation offloading,1,1
4731,Computation offloading in a mobile edge communication network: A joint transmission delay and energy consumption dynamic awareness mechanism,3Ej1_RcJZr4J,"L Rui, Y Yang, Z Gao, X Qiu - IEEE Internet of Things Journal, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8827481/,computation offloading in a mobile edge communication network a joint transmission delay and energy consumption dynamic awareness mechanism,1,1
4733,The redundant energy consumption laxity based algorithm to perform computation processes for IoT services,eDm2VSuNHYEJ,"T Enokido, M Takizawa - Internet of Things, 2020 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2542660520300081,the redundant energy consumption laxity based algorithm to perform computation processes for iot services,1,1
4734,The energy consumption laxity-based algorithm to perform computation processes in virtual machine environments,nGVrca7CoFEJ,"T Enokido, D Duolikun… - International Journal of …, 2019 - inderscienceonline.com",https://www.inderscienceonline.com/doi/abs/10.1504/IJGUC.2019.101996,the energy consumption laxity based algorithm to perform computation processes in virtual machine environments,1,1
4736,A computation and energy reduction technique for HEVC intra prediction,MuuGRAq349IJ,"H Azgin, E Kalali, I Hamzaoglu - IEEE Transactions on …, 2017 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7931968/,a computation and energy reduction technique for hevc intra prediction,1,1
4739,Orchestration of MEC Computation Jobs and Energy Consumption Challenges in 5G and Beyond,gUx-Nj2HxY8J,"R Samir, H El-Hennawy, HM El-Badawy - IEEE Access, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9713879/,orchestration of mec computation jobs and energy consumption challenges in g and beyond,1,1
4740,Computation and Transmission Rate Based Algorithm for Reducing the Total Power Consumption.,nTL1YkdEGWMJ,"T Enokido, A Aikebaier, M Takizawa - J. Wirel. Mob. Networks Ubiquitous …, 2011 - Citeseer",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b87caca79a3094c0a53049754b2c0938292ecb3a,computation and transmission rate based algorithm for reducing the total power consumption,1,1
4741,A computation offloading and resource allocation mechanism based on minimizing devices energy consumption and system delay,sCCPd3S4_s8J,"M DAI, Z LIU, S GUO, S SHAO, X QIU - 电子与信息学报, 2019 - jeit.ac.cn",https://jeit.ac.cn/en/article/doi/10.11999/JEIT180970?viewType=HTML,a computation offloading and resource allocation mechanism based on minimizing devices energy consumption and system delay,1,1
4742,On the energy consumption computation in content delivery networks,-CFC5-K_ibMJ,"A Bianco, R Mashayekhi, M Meo - Sustainable Computing: Informatics and …, 2017 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2210537916301196,on the energy consumption computation in content delivery networks,1,1
4744,Multi-level power consumption and computation models and energy-efficient server selection algorithms in a scalable cluster,Toz6j7n6ELMJ,"H Kataoka, A Sawada, D Duolikun… - … on Network-Based …, 2016 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7789760/,multi level power consumption and computation models and energy efficient server selection algorithms in a scalable cluster,1,1
4746,The impact of topology on energy consumption for collection tree protocols: An experimental assessment through evolutionary computation,x_Lxfl_XZqAJ,"D Bucur, G Iacca, G Squillero, A Tonda - Applied Soft Computing, 2014 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1568494613004213,the impact of topology on energy consumption for collection tree protocols an experimental assessment through evolutionary computation,1,1
4747,Zeolite‐Based Memristive Synapse with Ultralow Sub‐10‐fJ Energy Consumption for Neuromorphic Computation,1YgNeEvzZ6YJ,"T Zeng, X Zou, Z Wang, G Yu, Z Yang, H Rong… - Small, 2021 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/smll.202006662,zeolite based memristive synapse with ultralow sub fj energy consumption for neuromorphic computation,1,1
4748,Numerical investigation on three-dimensional radiated energy method and a new computation formula for total added resistance prediction,suoOeNIx2FwJ,"D Xu, R Zhu, L Zha, H Wang, C Li - Ocean Engineering, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S002980182300118X,numerical investigation on three dimensional radiated energy method and a new computation formula for total added resistance prediction,1,1
4749,"Optimal energy consumption for communication, computation, caching, and quality guarantee",1xKk40d_208J,"F Zafari, J Li, KK Leung, D Towsley… - IEEE Transactions on …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8700288/,optimal energy consumption for communication computation caching and quality guarantee,1,1
4750,Energy-Consumption Advantage of Quantum Computation,qK7zfEk6yRsJ,"F Meier, H Yamasaki - arXiv preprint arXiv:2305.11212, 2023 - arxiv.org",https://arxiv.org/abs/2305.11212,energy consumption advantage of quantum computation,1,1
4751,Effect of computation offload on performance and energy consumption of mobile face recognition,8nStMGZz8lUJ,"N Sumi, A Baba, VG Moshnyaga - 2014 IEEE Workshop on …, 2014 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/6986056/,effect of computation offload on performance and energy consumption of mobile face recognition,1,1
4752,Pixel similarity based computation and power reduction technique for H. 264 intra prediction,CmQL-b21UCoJ,"Y Adibelli, M Parlak, I Hamzaoglu - IEEE Transactions on …, 2010 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/5506042/,pixel similarity based computation and power reduction technique for h intra prediction,1,1
4753,Performance and energy consumption evaluation of computation offloading using caos d2d,qwidZ333WZwJ,"GB Dos Santos, FAM Trinta, PAL Rego… - 2018 IEEE Global …, 2018 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8647732/,performance and energy consumption evaluation of computation offloading using caos d d,1,1
4755,Computation and power reduction techniques for H. 264 intra prediction,cN5bImx1FmwJ,"Y Adibelli, M Parlak, I Hamzaoglu - Microprocessors and Microsystems, 2012 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0141933111001256,computation and power reduction techniques for h intra prediction,1,2
4758,Novel techniques for bus power consumption reduction in realizations of sum-of-product computation,C1-z23B6ECkJ,"K Masselos, P Merakos, T Stouraitis… - IEEE transactions on …, 1999 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/805757/,novel techniques for bus power consumption reduction in realizations of sum of product computation,1,1
4759,Implementation of Enhanced Data Encryption Standard on MANET with less energy consumption through limited computation,ioU7fmo0mzUJ,"V Sudha, K Brindha, L Agilandeeswari… - … of International Journal …, 2012 - researchgate.net",https://www.researchgate.net/profile/Ramya-G/publication/299430413_Implementation_of_Enhanced_Data_Encryption_Standard_on_MANET_with_less_energy_consumption_through_limited_computation/links/56f65ec208ae95e8b6d2a229/Implementation-of-Enhanced-Data-Encryption-Standard-on-MANET-with-less-energy-consumption-through-limited-computation.pdf,implementation of enhanced data encryption standard on manet with less energy consumption through limited computation,1,1
4760,Predictive Exit: Prediction of Fine-Grained Early Exits for Computation-and Energy-Efficient Inference,D2_Pmv0t6GEJ,"X Li, C Lou, Z Zhu, Y Chen, Y Shen, Y Ma… - arXiv preprint arXiv …, 2022 - arxiv.org",https://arxiv.org/abs/2206.04685,predictive exit prediction of fine grained early exits for computation and energy efficient inference,1,1
4761,Poster: A novel computation offloading technique for reducing energy consumption of smart watch,qz0W44MFY5UJ,"J Ko, J Lee, YJ Choi - Proceedings of the 14th Annual International …, 2016 - dl.acm.org",https://dl.acm.org/doi/pdf/10.1145/2938559.2948825,poster a novel computation offloading technique for reducing energy consumption of smart watch,1,1
